Verb,Tense,Pronoun,ConjugatedVerb
to like,Present perfect progressive / continuous,I have been ,liking
to like,Present perfect progressive / continuous,you have been ,liking
to like,Present perfect progressive / continuous,he has been ,liking
to like,Present perfect progressive / continuous,we have been ,liking
to like,Present perfect progressive / continuous,you have been ,liking
to like,Present perfect progressive / continuous,they have been ,liking
to like,Past perfect,I had ,liked
to like,Past perfect,you had ,liked
to like,Past perfect,he had ,liked
to like,Past perfect,we had ,liked
to like,Past perfect,you had ,liked
to like,Past perfect,they had ,liked
to like,Past perfect progressive / continuous,I had been ,liking
to like,Past perfect progressive / continuous,you had been ,liking
to like,Past perfect progressive / continuous,he had been ,liking
to like,Past perfect progressive / continuous,we had been ,liking
to like,Past perfect progressive / continuous,you had been ,liking
to like,Past perfect progressive / continuous,they had been ,liking
to like,Future,I will ,like
to like,Future,you will ,like
to like,Future,he will ,like
to like,Future,we will ,like
to like,Future,you will ,like
to like,Future,they will ,like
to like,Future progressive / continuous,I will be ,liking
to like,Future progressive / continuous,you will be ,liking
to like,Future progressive / continuous,he will be ,liking
to like,Future progressive / continuous,we will be ,liking
to like,Future progressive / continuous,you will be ,liking
to like,Future progressive / continuous,they will be ,liking
to like,Future perfect,I will have ,liked
to like,Future perfect,you will have ,liked
to like,Future perfect,he will have ,liked
to like,Future perfect,we will have ,liked
to like,Future perfect,you will have ,liked
to like,Future perfect,they will have ,liked
to like,Future perfect continuous,I will have been ,liking
to like,Future perfect continuous,you will have been ,liking
to like,Future perfect continuous,he will have been ,liking
to like,Future perfect continuous,we will have been ,liking
to like,Future perfect continuous,you will have been ,liking
to like,Future perfect continuous,they will have been ,liking
to hate,Present (simple),I ,hate
to hate,Present (simple),you ,hate
to hate,Present (simple),he ,hates
to hate,Present (simple),we ,hate
to hate,Present (simple),you ,hate
to hate,Present (simple),they ,hate
to hate,Present progressive / continuous,I am ,hating
to hate,Present progressive / continuous,you are ,hating
to hate,Present progressive / continuous,he is ,hating
to hate,Present progressive / continuous,we are ,hating
to hate,Present progressive / continuous,you are ,hating
to hate,Present progressive / continuous,they are ,hating
to hate,Past (simple),I ,hated
to hate,Past (simple),you ,hated
to hate,Past (simple),he ,hated
to hate,Past (simple),we ,hated
to hate,Past (simple),you ,hated
to hate,Past (simple),they ,hated
to hate,Past progressive / continuous,I was ,hating
to hate,Past progressive / continuous,you were ,hating
to hate,Past progressive / continuous,he was ,hating
to hate,Past progressive / continuous,we were ,hating
to hate,Past progressive / continuous,you were ,hating
to hate,Past progressive / continuous,they were ,hating
to hate,Present perfect (simple),I have ,hated
to hate,Present perfect (simple),you have ,hated
to hate,Present perfect (simple),he has ,hated
to hate,Present perfect (simple),we have ,hated
to hate,Present perfect (simple),you have ,hated
to hate,Present perfect (simple),they have ,hated
to hate,Present perfect progressive / continuous,I have been ,hating
to hate,Present perfect progressive / continuous,you have been ,hating
to hate,Present perfect progressive / continuous,he has been ,hating
to hate,Present perfect progressive / continuous,we have been ,hating
to hate,Present perfect progressive / continuous,you have been ,hating
to hate,Present perfect progressive / continuous,they have been ,hating
to hate,Past perfect,I had ,hated
to hate,Past perfect,you had ,hated
to hate,Past perfect,he had ,hated
to hate,Past perfect,we had ,hated
to hate,Past perfect,you had ,hated
to hate,Past perfect,they had ,hated
to hate,Past perfect progressive / continuous,I had been ,hating
to hate,Past perfect progressive / continuous,you had been ,hating
to hate,Past perfect progressive / continuous,he had been ,hating
to hate,Past perfect progressive / continuous,we had been ,hating
to hate,Past perfect progressive / continuous,you had been ,hating
to hate,Past perfect progressive / continuous,they had been ,hating
to hate,Future,I will ,hate
to hate,Future,you will ,hate
to hate,Future,he will ,hate
to hate,Future,we will ,hate
to hate,Future,you will ,hate
to hate,Future,they will ,hate
to hate,Future progressive / continuous,I will be ,hating
to hate,Future progressive / continuous,you will be ,hating
to hate,Future progressive / continuous,he will be ,hating
to hate,Future progressive / continuous,we will be ,hating
to hate,Future progressive / continuous,you will be ,hating
to hate,Future progressive / continuous,they will be ,hating
to hate,Future perfect,I will have ,hated
to hate,Future perfect,you will have ,hated
to hate,Future perfect,he will have ,hated
to hate,Future perfect,we will have ,hated
to hate,Future perfect,you will have ,hated
to hate,Future perfect,they will have ,hated
to hate,Future perfect continuous,I will have been ,hating
to hate,Future perfect continuous,you will have been ,hating
to hate,Future perfect continuous,he will have been ,hating
to hate,Future perfect continuous,we will have been ,hating
to hate,Future perfect continuous,you will have been ,hating
to hate,Future perfect continuous,they will have been ,hating
to remember,Present (simple),I ,remember
to remember,Present (simple),you ,remember
to remember,Present (simple),he ,remembers
to remember,Present (simple),we ,remember
to remember,Present (simple),you ,remember
to remember,Present (simple),they ,remember
to remember,Present progressive / continuous,I am ,remembering
to remember,Present progressive / continuous,you are ,remembering
to remember,Present progressive / continuous,he is ,remembering
to remember,Present progressive / continuous,we are ,remembering
to remember,Present progressive / continuous,you are ,remembering
to remember,Present progressive / continuous,they are ,remembering
to remember,Past (simple),I ,remembered
to remember,Past (simple),you ,remembered
to remember,Past (simple),he ,remembered
to remember,Past (simple),we ,remembered
to remember,Past (simple),you ,remembered
to remember,Past (simple),they ,remembered
to remember,Past progressive / continuous,I was ,remembering
to remember,Past progressive / continuous,you were ,remembering
to remember,Past progressive / continuous,he was ,remembering
to remember,Past progressive / continuous,we were ,remembering
to remember,Past progressive / continuous,you were ,remembering
to remember,Past progressive / continuous,they were ,remembering
to remember,Present perfect (simple),I have ,remembered
to remember,Present perfect (simple),you have ,remembered
to remember,Present perfect (simple),he has ,remembered
to remember,Present perfect (simple),we have ,remembered
to remember,Present perfect (simple),you have ,remembered
to remember,Present perfect (simple),they have ,remembered
to remember,Present perfect progressive / continuous,I have been ,remembering
to remember,Present perfect progressive / continuous,you have been ,remembering
to remember,Present perfect progressive / continuous,he has been ,remembering
to remember,Present perfect progressive / continuous,we have been ,remembering
to remember,Present perfect progressive / continuous,you have been ,remembering
to remember,Present perfect progressive / continuous,they have been ,remembering
to remember,Past perfect,I had ,remembered
to remember,Past perfect,you had ,remembered
to remember,Past perfect,he had ,remembered
to remember,Past perfect,we had ,remembered
to remember,Past perfect,you had ,remembered
to remember,Past perfect,they had ,remembered
to remember,Past perfect progressive / continuous,I had been ,remembering
to remember,Past perfect progressive / continuous,you had been ,remembering
to remember,Past perfect progressive / continuous,he had been ,remembering
to remember,Past perfect progressive / continuous,we had been ,remembering
to remember,Past perfect progressive / continuous,you had been ,remembering
to remember,Past perfect progressive / continuous,they had been ,remembering
to remember,Future,I will ,remember
to remember,Future,you will ,remember
